review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification
LAN Airlines,airline,Piveteau Alessandro,2016-08-19,I took LAN airlines from Santiago to Easter Island I was in business the seats were very comfortable and cabin crew were very helpful and kind The food was good the flight was on time and the cabin was clean It was a very good experience with LAN for my first time Would recommend,10.0,Positive,Positive,Positive,Positive,
Read more,airline,Soheil Sadeghi,2025-03-10,It would be bad citizenship if I dont write about my experience with Turkish airline If you plan to book a trip in which ones possible airline option is Turkish please make sure you have adjusted expectations I travel often from the US to middle east and tried different airlines This time I chose Turkish because it has sightly shorter duration on the longer leg compared to other service providers in the region Qatar Emirates etc But unfortunately I didnt get what I wanted shorter trip and also missed some other standard benefits With Turkish airlines you can happily book a flight and make travel plans accordingly But the airline doesnt feel obliged to commit to that booking They very very often cancel some legs of your flight likely due to the fact that the leg is not being fully booked This selfish cost saving approach wont stop there In my case it led to a major layover duration increase hr to hr And as you may have guessed they dont care for your time and wont even mention a penalty Having a hr layover I decided to book a lounge at Istanbul airport I wont bother readers with describing quality and variety of accommodations at the lounge But its good to change your expectation about a lounge if you think its supposed to be a comfy area for resting and good food If you could find a spot to rest like taking a nap you should be proud of yourself And lastly after all the misery we arrived at the destination Newark NJ with two out of five checked luggages missing Again it might be surprising to a regular reader but its very usual for Turkish airline staff if you ask them The airline had only seven hours to transfer our luggages and this is indeed error prone You may be more lucky with hr layovers next time Why am I writing this Just to vent a little Im sure the effect would be minimal But I also hope this helps some future travelers to dodge the bullet if they have other options,1.0,Neutral,Positive,Negative,NEGATIVE,
Chattanooga Metropolitan,airport,Corey Shreffler,2005-09-12,As a resident of Chattanooga I have used this airport on several occasions With just gates it seems to be a bit undersized for a city of However speaking from an architectural perspective it has more character than most airports I have flown through and is very clean besides There is virtually no chance of getting lost owing to the small size and simple layout The security checkpoint is neither intimidating nor cumbersome but the agents are thorough and will search your bags if needed CHA recently added a daily direct flight to DallasFort Worth and will soon follow up with direct service to Houston and Orlando Other cities with direct service to and from CHA include Atlanta Chicago Charlotte Washington DC Cincinnati and Memphis CHA really is a connected airport and getting moreso all the time apparently,0.0,Positive,Positive,Positive,Positive,
Kiev Borispol,airport,Y Tryemka,2021-01-04,I frequently fly through Borispol to get to my home city Usually its an alright experience This time around flying back to the states I was getting my tickets for my flight to Warsaw and my carry on was kg and luggage wasnt included because I came in with it being much lighter The women at the registry said it will be a total of or if I want to get it for cheaper I can give her cash never happened before I said no so I went to the separate register to pay the At the register I asked the woman multiple times does this cover my luggage to be transported from Kiev to Warsaw and then from Warsaw to Chicago She said yes When I came home I checked in my bank statement that I was charged another dollars by Lot Airline registry at Borispol airport This same thing happened to my mother flying back days before me Ukraine is my home country so Im extremely disappointed and hurt by what they are doing Please be careful and look at the amounts on the receipts,2.0,Neutral,Negative,Neutral,NEGATIVE,
Unknown,General,Anonymous,,went to doncaster airport and was told i had to stand outside in the rain when i was picking up and was not allowed into arrivals for some reason i am a taxi driver and have been to a lot of airports since the covid outbreak and not once have i been told that i am not allowed into the airport until doncaster,,,,,,
Alicante,airport,Marilyn Mair,2024-01-02,I had to fly from Alicante with a fractured leg The staff and facilities were absolutely amazing Please can you teach Edinburgh Airport how to facilitate and treat disabled passengers Thank you so much Alicante,10.0,Positive,Positive,Neutral,POSITIVE,
Belem,airport,1 reviewsRudá Pinho,2018-07-23,It is a mediumsize International airport located in the city easy to arrive Served with all the big airlines companies in Brazil and also Surinam Airways TAP Portugal and flights to Miami and Fort Lauderdale by LATAM and AZUL The terminal is clean and offers lots of options for shopping and food The departure lounge could be bigger Sometimes it is filled of people and the seats are not enough The staff are good and prepared,7.0,Positive,Positive,Positive,Positive,
Qingdao,airport,Rui Cao,2015-05-18,Excellent also it is not as large as other mainly international airports it is the largest airport in Shandong province There are many attractive airlines and aircrafts in this airport,10.0,Positive,Positive,Positive,Positive,
Unknown,General,Anonymous,,kuwait to kabul return flight operated by a b which was okay condition the flight attendants worked hard as flight was full ife is below average there is one big screen at the front of the cabin i would recommend safi airways to other people over kam air,,,,,,
Unknown,General,Anonymous,,shoutout to veronica ground transportation dispatcher after a somewhat long day of travel from nova scotia i finally arrived at savannah airport a little after midnight only to find that no uber or lyft rides were available and there was a somewhat long line at the taxi stand when i got to the window where veronica was managing a list of ride requests i learned that the wait was to hours empty taxis dribbled in and veronica often with a smile bellowed out the next name on the list is all directions people were growing impatient with the pace and the next taxi to show up was a mini van after exchanging a few private words with the driver veronica changed strategies put her list down and bellowed anyone going to fill in the blank in my case downtown hop in i got a ride with other fares in a van after only hr wait way to problem solve veronica esomewhatone wins including the taxi driver who made a few extra in case anyone wants to know the issue was related to a train stopped across the main roadway access for over an hour,,,,,,
Turkish Airlines2739 Reviews,airline,M Samina,2025-02-28,I flew from Detroit to Paris with hour mins layover Little that I know that the IST is so vast that theres no way that I can transfer from gate D to gate A within that time limit My luggage never arrived to CDG when I arrived I was asked to complete a form online indicating my address in France telephone number and off course my information and the ticket number At that point I was told that I should expect the luggage in hours That was Thursday My flight to Istanbul was booked on Sunday by Saturday I was concerned that the luggage may not arrive before my flight I decided to change my flight to Tuesday afternoon pm I was forced to pay for charging my flight even though it was not my fault that the airline didnt deliver the luggage It has been a week now since I left Detroit and I still dont have my belongings,2.0,Neutral,Negative,Neutral,NEGATIVE,
Unknown,General,Anonymous,,what an absolute shambles is taxi drop off and pick up they are now at the midterm car park where one is promised a shuttle bus that doesnt come on wednesday the st of february at pm there was a queue of people waiting for the bus it simply didnt come i had to make it by foot a good min walk if not more with a toddler and luggage to where our taxi was waiting the whole arrangement is chaotic and confusing the whole thing is in disarray same story when we arrived at the airport but it was raining so we had the privilege to walk to the terminal on the rain suitcase children and adults got soaked in the process i bet the ceo of the airport doesnt get to experience this what a mess this is i would give them stars if i could,,,,,,
Kam Air,airline,Ernest Mutwangaa,2007-07-26,Kamair could do a lot better with the Kabul Dubai flight the food is still lousy the hostess busy closing curtains to do make up and laze around That is the customer care side of things On the security side of things it looks they are finally waking up My flight to Dubai on rd July was surprising though our luggage was let on the rain as the loaders sheltered under the wings the boarding well done under the supervision of two foreign looking gentlemen a security manager and a safety manager who though serious looking and thorough in their work they smiled at us and even greeted passengers as they boarded That was heart warming to say the least,3.0,Neutral,Positive,Neutral,POSITIVE,
Plovdiv,airport,M Jonkman,2012-03-07,Modern clean and efficient airport Only a few flights per week Airside after security and passport control there is a kiosk for food and drinks and a souvenir shop For Ryanair flights you walk between plane and terminal so the priority boarding works Parking in front of the terminal building is free,8.0,Positive,Positive,Positive,Positive,
Unknown,General,Anonymous,,strict minimum no much to do no much space if you can prefer avianca vip lounge with snacks drinks and wifi,,,,,,
Armenian Airlines,airline,Armen Vardanyan,2023-09-29,If I could give Armenian Airlines negative stars I would My recent experience with this airline was nothing short of a nightmare From start to finish it was a comedy of errors that left me questioning why I ever chose to fly with them in the first place Lets start with the booking process Trying to book a flight with Armenian Airlines felt like navigating a labyrinth designed by a sadistic genius Their website was a hot mess of broken links confusing menus and error messages It took me longer to book my ticket than it did to plan my entire trip If that doesnt scream userunfriendly I dont know what does The day of my flight arrived and I foolishly thought that the worst was behind me Oh how wrong I was The checkin process at the airport was a disaster The line was longer than the Great Wall of China and the staff seemed completely disinterested in helping passengers I had to wait for what felt like an eternity before I could even drop off my luggage,1.0,Neutral,Negative,Positive,NEGATIVE,
Vistara,airline,L Sojel,2024-09-30,It was very great flying in Vistara today then any other Company I liked this because of several reasons like hospitality Seat comfort cabin staff service food Etc Keep it up,10.0,Positive,Positive,Positive,Positive,
StarFlyer,airline,Matthew Lubeck,2007-02-26,This airline has impressive cabin staff and a very efficient ground staff never need check in more than minutes before my flight even in Tokyo,0.0,Positive,Positive,Neutral,POSITIVE,
Unknown,General,Anonymous,,a small domestic grade airport that is being doubled in size checkin seemed to serve just china southern flights was on a flight to shenzhen via xiamen after a month of traveling this was the only airport in china that made me take my boots off to be scanned there was several food outlets and coffee choices available but i did not look closely at them,,,,,,
Painushima Ishigaki,airport,12 reviewsRussell Taylor,2019-08-07,Small but efficient little island airport Quite possibly the cleanest terminal building Ive ever been in a small team of cleaners were walking around constantly dusting vacuuming polishing and looking for any litter the whole time we were there No fuss no overly loud announcements friendly staff obvious sign posting and a nice selection of shops which had very reasonable prices and unobtrusive sales assistants who didnt attempt to force anyone into buying things I really like this airport a lot the only thing Id mention is that try to remember its a tropical island so be careful where you leave your bags While waiting outside for the shuttle bus to take us to our rental car centre I saw a huge spider the size of the palm of my hand scurry into someones luggage Probably not the best start to that persons vacation but thankfully we managed to arrive and depart without any extra passengers with us,10.0,Positive,Positive,Positive,Positive,
Phuket Air,airline,Brian Whitelegg,2005-08-08,Im travelling to Thailand in The travel group agent that I use bases their Thailand fares on Phuket Air but no longer sell those flights as Phuket Air are barred from Europe The agents comment Even if Phuket Air get their landing rights back in Europe we wouldnt touch them with a bargepole I think that qualifies as a negative commen Happily I am booked on Thai with whom I have had a couple of very good flights in the past The only downside is that I have to go from Heathrow What foreign visitors must think of the UK when they arrive at LHR Terminal is beyond me,3.0,Positive,Neutral,Neutral,NEGATIVE,
Unknown,General,Anonymous,,my sisterinlaw sister and yearold mother flew into orlando airport last night i picked them up the flight was on time but my yearold mother is unable to walk a young man came with a wheelchair to help us get her to the parking area he rushed ahead of us and got on an elevator as others crowded into the elevator behind him we were unable to get on so my sister jumped on the elevator with him with barely any room left for her to fit and my husband told him to wait on the second floor for us the rest of us got on the next elevator the young man took my mother and led my sister somewhere other than where we requested it took us two hours to find them and the airport staff were little help when we would ask anyone for help theyd just quickly tell us a location and go back to what they were doing by the time we found them we were all somewhat stressed out as my mothers health is not good and she suffers from alzheimers disease i will not recommend this airport to anyone again,,,,,,
CemAir,airline,1 reviewsG Keane,2023-01-11,A Tuesday evening flight It was the cheapest compared to their competitors at such short notice booked the ticket the Thursday before If one can get past the aging interior and the year old aircraft an average age for commercial aircraft in SA it was a very decent experience The ground staff was polite and helpful The cabin crew was firm but polite and the onboard service included a complementary packet of crisps a small chocolate and some sweets The complementary beverage service was lovely as the drinks were poured in glass I was entertained by a wine topup upon request Im not sure if this is offered on all flights or whether I got lucky because it was the last flight of the day Amazing leg room for tall passengers One benefit of flying on a small airplane is the short wait for checkedin baggage on arrival Expect a connecting bus to the terminal at larger airports I would probably fly them again in the future should their tickets stay competitive,7.0,Neutral,Positive,Positive,NEGATIVE,
Pula,airport,Amanda Whale,2019-09-25,Worst airport in Europe I have ever visited Although the staff at the check in desks do their job they firstly dont do it with much of a smile but once checked in thats when the problems start We departed on a Sunday that had about flights departing roughly at the same time and it was total chaos trying to get through Security They only have conveyor belts trying to cope with about people all trying to pass through security at the same time The queue to get to one of the check points was about mins and it snaked around departures so much that eventually airport staff had to take charge and make the queuing line zig zag to avoid blocking the doors and check in desks Eventually because they knew that people would actually miss their planes they then started taking people out of the queue who were on the next flights and moving them to the front of the line Once you got to security the staff were rude with one security man physically shoving me out of his way so he could get to talk to one of his colleagues They snatch your belongings off you as you try and put them in the trays to go through the xray machine and shove your trays through before you have even finished trying to put your stuff in Awful place Id rather fly in somewhere else and drive,2.0,Neutral,Negative,Negative,NEGATIVE,
Helvetic Airways,airline,22 reviewsN Parsons,2022-01-02,LX from Vienna to Zurich operated by Helvetic Airways The flight was completely full but boarding was expertly handled by the crew and went very smoothly The EE is a small aircraft and space in the overhead bins is limited The crew assisted passengers with finding a place for their carryon luggage and in the end all luggage could be stored somewhere Also the crew were very friendly and courteous As this was a very short flight a small snack was served which was excellent All in all a very comfortable short flight on a small aircraft with an excellent crew,8.0,Positive,Positive,Positive,Positive,
Unknown,General,Anonymous,,new york jfk to rome via milan first ticketing counter somewhat challenging counter locations at the airport the farthest counter from esomewhatthing around the corner and hidden behind all other counters that you actually have to ask someone to locate by the way they do not affiliate with air italy first i thought it was just at jfk but to my surprise it was the same setup in rome seems like they picked the cheapest counters at the airport second leg room lets start with tight seats with no leg room they do not meet the standard requirements once the seat in front of me is reclined i literally was trapped and could not get up i could not even close the food tray that was jammed on my lap wanted to reach out to flight attendant for help but obviously couldnt reach out the overhead help button no one walked by for hours until dinner time but even then she was not able to help as if people in economy do not matter at all i understand that they have to treat upper class customers better but they cannot ignore economy class to that level third baggage fee no charge for luggage from us to rome but they hit you with no luggage allowed policy for economy unless you pay euro each as if its not the same bag came on the flight in to rome why charge only one leg of the flight when i refused the pay they referred me to the supervisor who finally showed up after half an hour but was not helpful at all in fact she was quite rude and pretty much said to us this the way it is whether you like or not,,,,,,
Salam Air,airline,Pouria Panahi,2024-12-23,The airline is unnecessarily expensive and provides almost nothing as a service The meal should be bought The price is high and quality is poor Airline does not even offer water Additionally if you need a blanket you should pay a cost of OMR Most of the seats is selected via a payment method No entertainment is available No cabin wifi This is disgustingly annoying policy,1.0,Negative,Negative,Neutral,NEGATIVE,
Zakynthos,airport,Brenda Buckley,2023-07-28,Absolutely joke Not enough shuttle busses to get passengers off planes and then onto planes gridlock Flights with similar flight departure times given gates next to each other so absolute chaos for seating etc So slow getting passengers boarded so inevitably leading to late departure times,2.0,Neutral,Negative,Neutral,NEGATIVE,
Beijing Capital Airlines,airline,10 reviewsWeichi Liu,2017-09-23,Lisbon to Beijing The most terrible is the plane meal the worst of my flights Although the various conditions on the plane are not satisfactory the only thing that is worthy of being the service of the crew who are warm and thoughtful But if the next time there are other options I would not take this flight,5.0,Neutral,Negative,Negative,NEGATIVE,
Leticia,airport,T Henson,2025-02-16,Its a small airport so getting on and off was easy They ask for a tourist tax when you arrive Its not a lot of money There were lots of taxis and a cheery driver took to me to Tabatinga The fare seemed very reasonable For departures theres a few shops and cafes but once you go through security theres nothing at all except the toilets Theres no AC but the biggest ceiling fan I have ever seen I didnt see any information screens,7.0,Positive,Positive,Neutral,NEGATIVE,
Houston IAH,airport,K Micherda,2024-09-01,Worst TSA experience ever booths and only open Had hours to catch my connection and missed it because of horrible organization of this airport Staff kept on saying everyone has a flight to catch well they were not ones to miss the flight due lack of urgency on their part Cost me to get a hotel to catch another flight the next morning not even counting my lost time Never again will I fly by that airport,1.0,Negative,Negative,Negative,Negative,
Air Panama,airline,Chance Hochstein,2019-12-30,Panama City to Bocas Del Toro Arrived at the airport an hour before my flight to find out I was switched to a different flight two hours after my scheduled flight They told me I was informed by email which was a lie The Air Panama staff acted annoyed and placed me on an imaginary waitlist by literally writing me last name down on a blank piece of paper and told me to keep checking and of course there was no room on any earlier flight every time I checked I recommend using Copa or really any other airline if possible I am finally boarding my plane after three hours and I will update if more things go wrong,2.0,Neutral,Negative,Neutral,NEGATIVE,
Manchester,airport,Janette Grundy,2024-12-14,I recently flew out of Manchester Terminal A great experience from leaving the car at the pre booked car park No queues at bag drop off or security even though I had bought a fast track pass The terminal is clean bright and well appointed Within minutes of arrival I was eating breakfast in San Carlo My return trip was as efficient within one hour of landing I had collected my car and was at home Terminal is a revelation after the dire experiences of Terminal Well done from me,10.0,Positive,Positive,Positive,Positive,
Utair Aviation,airline,Vassily Sidorov,2011-10-11,Moscow to St Petersburg Flight was OK food was better than MANY airlines for flights that short check in for the flight was awfully organized Several registration points were shared between a number of UTAir flights but obviously werent enough as there were crowds of passengers The personnel were slow I spent about minutes in line The business class point was empty but the lady who worked there refused to register anyone else even late passengers and just kept reading something It was not before people had started calling for the representative realizing they were being late for boarding that the situation improved more or less I arrived hours before the flight and finally managed to register only minutes before the registration was closed,5.0,Neutral,Positive,Negative,NEGATIVE,
Aegean Airlines,airline,1 reviewsStefanos Georgios Manasis,2024-12-27,Good overall experience albeit a steep price to pay for either economy or business I had the chance to fly business on this trip and was pleasantly surprised by the food assortments and wine but rather disappointed by the seating and overall feeling of lesser luxury It is a shame that the seats offer a lesser premium feel and lesser comfort and appearance especially for business class as they operate some beautiful new Aneo aircraft WiFi on board has never worked in my case but this could be an isolated issue Business class does not offer many inflight entertainment options apart from magazines but as a short haul airline this has never been the largest inconvenience The cabin crew is always a delight and boarding happens almost always at a gate with minimal delays although this is not always on the airline I have definitely flown a lot worse but also have flown better My score is for my most recent business class trip and I note that it would be slightly lower if I were rating for my experience in economy class Improved seating cabin appearence and economy offerings would make my next review score higher,7.0,Positive,Positive,Negative,NEGATIVE,
Discover Airlines,airline,Srinivas Bilakanti,2025-01-15,No regular drinking water in the flight When we request for plain water they ask what do you mean the only water they have sparkling water and you cannot get regular water even if you want to buy Horrible food our family had very tough time with this segment of the journey,1.0,Negative,Negative,Negative,Negative,
Air Tahiti Nui,airline,I Blair,2024-10-24,Excellent airline Flights outbound and return were on time if not early Service and staff were helpful and friendly and the plane was very comfortable Definitely recommend them The only negatives the film choice was not great for an English speaker and there was if anything too much food served,10.0,Positive,Positive,Positive,Positive,
Faleolo,airport,R Ellis,2003-08-03,Apias airport has been upgraded and presents a warm pacific feeling The immigrationcustoms staff should be taught to smile though especially after tourists are sold on the idea of a friendly pacific paradise proudly operated by the friendliest people on earth,0.0,Positive,Positive,Positive,Positive,
Unknown,General,Anonymous,,flew from tripoli to benghazi quite small airport but somewhat speedy bus from aircraft to arrivals shed which was about m from the plane a single baggage reclaim belt that was open to anyone from arriving passengers to wellwishers and anyone else no obvious security but a couple of guards departures domestically was a similar affair with a perfunctory scan of hand luggage and a check of boarding pass which then had to receive a stamp from another person before being lead into a seating area with a small place selling drinks and snacks and toilet and prayer room boarding was females first then male passengers by bus to the plane waiting on the tarmac somewhat few aircraft movements so departure was as soon as boarding was completed,,,,,,
Air Bagan,airline,Rob Boyce,2009-12-16,Yangon to Lashio in November ATR plane Allocated seating and good snack served with excellent customer service Would fly with them again any time,5.0,Positive,Positive,Positive,Positive,
Benghazi,airport,Peter Thackray,2010-04-19,Flew from Tripoli to Benghazi Extremely small airport but very speedy Bus from aircraft to Arrivals Shed which was about m from the plane A single Baggage Reclaim Belt that was open to anyone from arriving passengers to wellwishers and anyone else No obvious security but a couple of guards Departures domestically was a similar affair with a perfunctory scan of hand luggage and a check of Boarding Pass which then had to receive a Stamp from another person before being lead into a seating area with a small place selling drinks and snacks and toilet and Prayer Room Boarding was females first then male passengers by bus to the plane waiting on the tarmac Very few aircraft movements so departure was as soon as boarding was completed,3.0,Neutral,Neutral,Neutral,Neutral,
Unknown,General,Anonymous,,this review is in regards to the cabin crew for our flight ar on august from montevideo to buenos aires they frequently offer beverages and sandwiches or muffins in premium class the staff closed the curtain and started to eat and drink they did not offer even a glass of water the got the sandwiches that were supposed to be offered to u,,,,,,
Croatia Airlines,airline,G Spoots,2023-09-30,We flew from Dubrovnik to Athens and then Athens to Zagreb on Croatia Airlines They were on time within minutes for both flights You drop your bag on the tarmac and they load it into the belly of the plane And then you pick it up directly from the tarmac after the flight so there is very little chance for lost luggage which I like They allow a smaller carryone bag as well They did not weigh our bag or try to charge us for anything extra We were allowed to pick our seats for no charge The seats are standard and comparable to Southwest airlines for leg room and space We were served water and drinks on both flights For the price we paid it was a great deal Some people might be nervous about flying a propeller plane but it was a very smooth flight in both directions with almost zero turbulence and a very smooth landing If you had to fault them for one thing it would be nice to have some in flight entertainment Other than that it was a perfect flight Definitely recommend,9.0,Positive,Positive,Positive,Positive,
Cagliari,airport,30 reviewsR Darsena,2024-08-11,Cagliari Airport is an absolute shambles From the moment of arrival its clear that chaos reigns supreme The staff seem overwhelmed resorting to shouting to manage the crowds Flight delays are the norm and passengers are left completely in the dark with no information provided The airport is plagued by frequent blackouts adding to the confusion and slowing down everything to a crawl The situation is exacerbated by the lack of proper air conditioning With temperatures soaring passengers are forced to endure sweltering conditions leading to discomfort and distress While the airports train connection is a positive aspect the closure of flypasses leading to the airport is an added inconvenience Its truly disheartening to witness such a poorly managed airport in this day and age Cagliari Airport is a black eye for Europe and a complete embarrassment for Sardinia Its clear that urgent improvements are needed to bring this airport up to even the most basic standards I strongly advise travelers to avoid Cagliari Airport if at all possible,1.0,Neutral,Negative,Negative,NEGATIVE,
Derry,airport,Macrory Riley,2014-08-07,Fantastic airport brilliant staff took great care of my family when they were returning home and the baby travelling with them took ill They couldnt of done enough getting medical help ringing emergency services getting flights rearranged with Ryanair free if charge They also rang to see how the baby was on several occasions and when they were finally travelling home again the staff were yet again brilliant You wouldnt get it in other airports,10.0,Positive,Positive,Positive,Positive,
Hancock County-bar Harbor,airport,Paul Whiteley,2013-07-20,Checkingin for a seat flight without any other flights at the same time was never going to be busy Checkin staff who was also baggage handler flight dispatcher and Im sure other things was very friendly and efficient The small terminal had good restroom facilities car hire drinks and food dispensing machine Surprisingly large number of security personnel for a tiny airport I counted at least security staff Nice experience,8.0,Positive,Positive,Positive,Positive,
Air India1437 Reviews,airline,N Kajit,2025-03-18,The airport check in process is a nightmare The weighing machines at the check in counters have kg error I trust this is a planned scam I know this because all my bags were weighed more than the actual weight I had an international connection from New Delhi and when my bags wemore weighed again at the Delhi International airport they weighed kg less for each bag If the payment for excess baggage exceeds INR than the payment machine stops working and the passenger is asked to pay in cash Then the invoice printer stops working So at the end of the day you will be wrongly charged for excess baggage weight you will need to pay in cash and dont expect to get any receipts for the payment Being elite or business class customers will not change the unprofessional and frustrated attitude of the airport check in staff,1.0,Neutral,Negative,Neutral,NEGATIVE,
Bangkok Suvarnabhumi,airport,Lauren Weitzman,2024-06-15,I stopped at this airport on a three leg journey back from Laos with a three hour layover This airports seating options already leave a lot to be desired but when I tried to go down one floor to my gate I was turned away for security reasons I found an uncomfortable chair upstairs near my gate Flash forward to an hour before boarding time and there are tons of people sitting upstairs on the floor because were not allowed down to the gate even though were the next flight to depart Uncomfortable and frustrating Plus the aggravation of watching the entire crew go down while we werent allowed to take all the seating downstairs,3.0,Negative,Negative,Positive,NEGATIVE,
Unknown,General,Anonymous,,shoutout to veronica ground transportation dispatcher after a somewhat long day of travel from nova scotia i finally arrived at savannah airport a little after midnight only to find that no uber or lyft rides were available and there was a somewhat long line at the taxi stand when i got to the window where veronica was managing a list of ride requests i learned that the wait was to hours empty taxis dribbled in and veronica often with a smile bellowed out the next name on the list is all directions people were growing impatient with the pace and the next taxi to show up was a mini van after exchanging a few private words with the driver veronica changed strategies put her list down and bellowed anyone going to fill in the blank in my case downtown hop in i got a ride with other fares in a van after only hr wait way to problem solve veronica esomewhatone wins including the taxi driver who made a few extra in case anyone wants to know the issue was related to a train stopped across the main roadway access for over an hour,,,,,,
Austrian Airlines,airline,R Marsam,2024-11-03,I have flown yesterday with my pet in business from Vienna to Larnaca and have never seen such behaviorcustomer service from an airline staff I have been using Austrian Airline for the past years and never came across such rude inhuman behavior towards me and my puppy I wish Austrian Airline can teach their staff to be more kind and understanding when a passenger take his support dog with and not treat them like a baggage She didnt even let me give water in the three hours to the dog She kept raising her voice to keep the dog in the cage which he was but no water unbelievable behavior for the manager very disappointing I understand that there are rules and regulations and I bought the right cage for the kg puppy but this kind of behavior I have never seen I paid high price for this ticket and received zero customer service On top of that I requested a wheel chair and no one would help me get out of the plane,2.0,Neutral,Negative,Negative,NEGATIVE,
Rijeka,airport,S Vanter,2022-09-07,Its a small airport at an island abt km from Rijeka Checking in and out goes quite fast at our experience Some staff members in the shop are kind of grumpy Nevertheless we are very happy with this airport how they have arranged a hotel in Opatija for our group when our flight was cancelled all of a sudden in the evening Our flight company Transavia told some people to find and book by themselves a hotel but the airport arranged bus transport and a luxurious hotel so our compliments,8.0,Positive,Positive,Neutral,POSITIVE,
