review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,predicted_sentiment
Subang Kuala Lumpur,airport,K Li,2017-07-07,This is my second trip using this Airport This is a far superior experience when compared to the main international airport KLIA especially at the immigration Department The staff are friendly and helpful It took us less than minutes to clear immigration and custom The airport is clean and free wifi is provided I would highly recommend this airport if you are travelling within Malaysia or South East Asia,8.0,Positive,Positive,Positive,Positive,Positive,Negative
Air Koryo,airline,25 reviewsAlain Kupferman,2019-05-19,Beijing to Pyongyang Comparing an intraEuropean flight of hours and this flight practically no differences clean aircraft nice stewardesses punctual simple food good and attentive service a normal standard,7.0,Positive,Positive,Positive,Positive,Positive,Neutral
Jazz,airline,5 reviewsOctave Caporossi,2018-02-20,This was my first flight with Jazz and all in all I was quite pleased The flight to Montreal was short and agreeable The crew spoked both French and English which makes a plus for the flight To my surprise the economy seats were equipped with personal IFE with the whole Air Canada inflight program Food consisted of a cookie and a drink which is more than enough for a one hour flight The only downside of the flight was the delay created by bad luck The aircraft was already late already and during taxi when we were about to align on the runway the tower decided to change of runway making us hour late On our arrival at Trudeau the crew make sure that the passengers going on another flight about to depart left the aircraft first,8.0,Neutral,Positive,Negative,POSITIVE,Positive,Neutral
WOW air,airline,9 reviewsAvelino Estrella,2019-03-21,Toronto to Paris via Reykjavik with WOW air The plane was smaller than any trans Atlantic flight that I had flown in the past but the boarding process was so smooth Although food is available for sale the crew were very friendly,9.0,Positive,Positive,Positive,Positive,Positive,Negative
Berjaya Air,airline,K Alex,2013-06-04,Travelled last month from Subang to Penang Flight was great Flight attendants were friendly and welcoming No in flight entertainment but there were magazines Only serve Peanuts fresh baked bread a mineral water and a wet towel for each passenger Baggage allowance was also ok as the limit was Kg Price was also cheap as I only paid RM for a one way flight One my return flight to Subang there were only passengers and the flight still continued even thought not even of the plane was full I would recommend the Airline to people who want to travel in Malaysia,9.0,Positive,Positive,Positive,Positive,Positive,Negative
Poznan,airport,T Pedwell,2023-04-27,The airport itself is small and easily accessible The downside is the airport security staff The staff who greeted us first were pleasant and friendly but the ones conducting inspections and overseeing direct searches of people and luggage are gruff at best and grumpy at worst I think they need some training on how to be polite and respectful to passengers This isnt the first time that we experienced this kind of behaviour on the security line The washrooms are limited and in need of cleaning and an upgrade They could also use at least one area for passengers with pets so the animals can relieve themselves as seen in many other airports,6.0,Positive,Positive,Positive,Positive,Positive,Neutral
Saskatoon,airport,J Campbell,2011-09-03,Clean efficient airport small but with nice stores A variety of airlines and it is never busy,5.0,Positive,Positive,Positive,Positive,Positive,Negative
Air Bagan,airline,Ian Vagg,2011-03-14,Chiang Mai to Yangon return and pleasantly surprised by the standard fairly new aircraft and meal service for minute flight Flight attendants were somewhat offhand Reasonable leg room in economy,8.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
AirAsia Philippines,airline,E Kanagide,2024-05-15,Entire flight was smooth however boarding time was a little confusing and the assigned gate they suddenly changed it so it caused more confusion I ordered prebook meal it tasted good but the food itself was somehow cold For me airlines baggage policy was highly favorable as I was able to check in kilos regardless of number of luggage,6.0,Positive,Positive,Positive,Positive,Positive,Neutral
Middle East Airlines,airline,41 reviewsG Johnson,2024-03-13,It was a good easy flight on a nice modern clean plane The meal was satisfactory a couple of hot dishes as well as salad dessert and bread served along with wine or beer The IFE was decent a good screen and reasonable selection of movies and TV series The service was friendly but nothing outstanding My only gripe is the lack of communication from the cockpit for some reason they didnt switch off the seatbelt sign for nearly hours Whilst it was a bit bumpy it wasnt excessive so I wish they had communicated why this was the case Otherwise it led me to believe that we were constantly expecting something worse,7.0,Positive,Positive,Positive,Positive,Positive,Neutral
Ohrid,airport,M Anderson,2017-05-30,Ohrid St Paul international airport was in terms of size like a trip with the time machine The aircraft is parking literally in front of the Arrivals door where passengers are directed to the Passports control There were only desks working out of which for an airport with flights daily can be considered a good performance Nevertheless despite the size the airport is well organized and clean showing the travelers how flying was at the past times when holding an airline ticket was considered a luxury As an improvement for the administration I think that a shuttle bus from airport to the city roughly km Distance would be to consider synchronized with the flying schedule,7.0,Positive,Positive,Positive,Positive,Positive,Negative
Little Rock,airport,K Knepper,2005-03-06,I have been to many many airports all over the world and Little Rock is one of my favorites It is small but modern and clean There are never long lines and the personnel are always helpful and friendly After being away from home for months I always look forward to the simplicity and comfort of LR airport I like that baggage claim is after you meet up with the people waiting to get you as well,0.0,Positive,Positive,Positive,Positive,Positive,Neutral
Ponta Delgada,airport,25 reviewsAngelo Menezes,2019-03-30,Very convenient airport as it is not very large Signs are clear getting to and from the airport is easy too Shops are available post office included The terminal is clean,8.0,Positive,Positive,Positive,Positive,Positive,Neutral
Casablanca,airport,Remy Chartois,2020-02-10,Experienced CMN last month arrival from Paris Orly with RAM and continuing to Muscat with Oman Air Had to retreive my luggage pass immigration and recheckin again All was very smooth and from the time the plane landed I was outside less than min later very impressive Agents were all polite and efficient The secret is like everywhere else Be patient respectful and polite and everything will be fine Will not hesitate to use this Airport again,9.0,Positive,Positive,Positive,Positive,Positive,Neutral
Dunedin,airport,9 reviewsGraeme Bray,2016-04-12,Decided to fly direct from Brisbane to Dunedin rather than via Christchurch then driving I had previously flown into Dunedin over years ago and the differences were huge from then until now It is a small airport for a small city so it is compact but effectively laid out International flights arrive at an annex that is connected to the main terminal building by a corridor There are no Smartgates at immigration but it only receives a single international flight at a time it was also good that all three counters were manned for quick processing To get to the rental car office you have to leave the terminal turn left and reenter the annex building which was quite a cold walk on a late night flight For the return trip it was a very busy morning with several domestic flights departing near the same time as my international flight thus international passengers were held in the main terminal area until those domestic flights were processed before being allowed through for screening However there is only a couple of vending machines at the international gates with a small duty free so it is better to not rush through,8.0,Neutral,Positive,Neutral,POSITIVE,Positive,Neutral
Air India,airline,D Harsah,2025-04-06,Booking Mostly smooth except could not select seats and when selected the selection would not be saved Checkin Got reminder and was easy to conduct online checkin except no boarding pass as the document verification is not online Boarding Chaotic as boarding was not by zones but first come first serve So lot of traffic jams in the isles and many people sitting in seats they were not assigned to Broken seats with stained covers and strange smells Handrests chipped seatbacks cracked Enough legroom Inflight entertainment Many screens and controls not working broken Wireless entertainment worked smoothly but no clear directions on how to access it Inflight meals Very basic many drink choices eg gin and tonic not available Deplaning Long wait before people could get off not sure if it was the ground staff or the plane Baggage checkin and collection Smooth Got ontime notifications about baggage being loaded on different planes along the route Collection was also easy,1.0,Positive,Positive,Positive,Positive,Positive,Neutral
Birmingham-Shuttlesworth,airport,Don Orlando,2017-02-10,BirminghamShuttlesworth Airport is absolutely exceptional across the board Modern well laid out and astonishingly clean Good facilities throughout Parking easy and close to the terminal The modernization of all the facilities done smoothly I live miles away close to another commercial airport but gladly drive the three hour round trip to fly from BHM as I will in April,10.0,Positive,Positive,Positive,Positive,Positive,Neutral
Koh Samui,airport,Andrew Mortimer,2022-12-12,Brilliant little airport with thoughtful touches such as free snacks and water Only downside was the open air departure lounges so no air conditioning ie humidity very high,7.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Karlsruhe,airport,S Townsley,2011-06-19,Since my last review Karlsruhe airport has improved beyond expectations Regular flights to more destinations and vastly improved bus services to Baden and Rastatt Eating and shopping facilities need to be improved especially on Sundays when the duty free shop and gate one bar are generally closed,4.0,Positive,Positive,Negative,POSITIVE,Positive,Neutral
Pakistan Intl Airlines,airline,Syed Muhammad Sohaib Tariq,2020-10-05,Karachi to Gwadar Travelled with this airline after I had travelled on a short a domestic flight early September Flight in general was smooth and scenic Ground staff were also pleasant and helpful I see some betterment in overall operations particularly in terms of punctuality,5.0,Positive,Positive,Positive,Positive,Positive,Neutral
Tucson,airport,M Keenan,2009-07-12,My recent experience of flying through Tuscon reminded me that in the contemporary climate flying through smaller American airports is generally a lot more pleasant than megaairports A case in point was the security screening I have some metal in my leg that occasionally triggers the metal detector and it happened while going through security at Tuscon The TSA person that dealt with me went through the standard procedure for dealing with this sort of thing this wasnt the first time for me but they also managed to be human about it in stark contrast to what Ive encountered at some other airports where the TSA person I was dealing with might as well have been a robot I would agree that the dining options at Tuscon arent the greatest but I was still able to get something satisfying to eat We even had some entertainment courtesy of the Arizona Air National Guard also at Tuscon airport who were doing training flights in their Fs and treated us to an impromptu airshow There is much to be said for flying through smaller airports In general the experience is faster and less stressful than their larger equivalents,4.0,Positive,Positive,Positive,Positive,Positive,Neutral
Hangzhou,airport,Joe Bailey,2008-11-06,Pretty basic as airports go Way out of town it is simply ridiculous and taxis are well keep your belt on and wear a helmet if you have one The airport sort of works but this is a typical domestic Chinese airport not great not entirely hideous but you know what If you want to fly to Hangzhou its this or nothing I can tell you it is heaven compared to the central rail station,2.0,Neutral,Positive,Positive,POSITIVE,Positive,Neutral
Virgin Australia,airline,178 reviewsJohn Curtain,2025-02-24,I enjoyed the flight Check in was easy and the plane left on time The staff were friendly and helpful Only water coffee and tea were complimentary which is no issue on such a short flight,8.0,Positive,Positive,Positive,Positive,Positive,Neutral
Salvador,airport,A Hijmans,2008-05-16,On the whole SSA is everything youd expect a mediumsized airport to be Its spacious well signposted and safe Checkin is usually fast except for charter flights to Europe security is fast and friendly domestic arrival also fast and efficient The one major problem at SSA are the long queues at customs in the afternoon when several international flights arrive pretty much at the same time If you dont carry a Brazilian passport expect to stand in line for over an hour There are just enough shops and food amenities SSA is still thankfully first and foremost an airport not a shopping mall If you are taking a bus from the city centre to the airport or vice versa be aware that traffic in Salvador is horrendous and the journey at peak times will take at least two hours,3.0,Positive,Positive,Positive,Positive,Positive,Neutral
Vilnius,airport,Denis Matarosov,2020-11-04,On June airport started renovation of taxiways as well as the installation of a new apron The inside of the airport is very clean it is easy to orientate the construction of a new terminal will begin The runway lighting is bad but will also be updated soon I very much hope that everything will be fine and that it will be easier and safer to travel,8.0,Positive,Positive,Neutral,POSITIVE,Positive,Negative
Hong Kong,airport,2 reviewsBarnaby Emmerson,2024-11-02,Very clean and big airport Nice facilities Good open space Lots of shops and restaurants and fast food services including MDS and KFC All of it was pretty much airside The queue in Security wasnt that bad Nice airport and a lot of air conditioning,8.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Mandarin Airlines,airline,6 reviewsGraeme Bray,2015-08-10,Decided to fly this route to mainland China instead of my usual HKG Flew from TSAKNH return on what seemed to be a new Embraer E This airline is the domestic offshoot for China Airlines and the English language version of their website is a simple cut and paste from the international airline However the baggage allowance for domestic Taiwanese flights is only KG so I had to really point out that the English information states KG and after some trouble I was able to fly without having to pay extra Despite that the actual flight to and from Kinmen was quick comfortable and care free Only a snack and water was served on the flight but it was only minutes long so it was not an issue I was pleased to have been given the Emergency Exit row on both flights too handy being the taller westerner that I am Except for the baggage allowance issue I can not find fault with them,8.0,Positive,Positive,Positive,Positive,Positive,Neutral
Pau,airport,Philip Woolford,2005-12-11,What a fantastic little airport after leaving Paris CDG behind and all its filth it was such a welcome sight to arrive in a clean modern organized airport What a shame that more airlines dont fly into Pau The staff in the airport were also extremely helpful and polite Much nicer airport than Toulouse which is not far away,0.0,Positive,Positive,Positive,Positive,Positive,Neutral
Hannover,airport,12 reviewsR Parten,2023-10-23,Arrival at this airport was simple with its connection to the Hanover SBahn suburban train system Hanover airport is a convenient size not an overwhelming number of gates but large enough to have plenty of connections Checkin today with Swiss Airlines went smoothly we were asked for our destination visa but not grilled and luggage was processed without difficulty Security checking was slow today probably because of Middle East tensions but security personnel were good humoured and friendly Cafes and shops on the land side closed before pm there are limited shopping possibilities on the air side but one good cafe,8.0,Positive,Positive,Positive,Positive,Positive,Neutral
Westchester County,airport,Owen Anderson,2019-01-19,I really love this airport It is small and very quick Regular security is quicker than TSA Pre The Airport has nice entertainment and its a nice regional airport,7.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Biman Bangladesh Airlines,airline,18 reviewsZiauddin Ahmed,2023-04-19,Dhaka to Singapore Good food good seating and comparatively better ground services at Dhaka Staff on board are just okay though My travel ticket price was high though Worst inflight entertainment service,5.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Dunedin,airport,Y Ren,2011-11-13,DUD is a small but efficient airport with everything you need Landed from Wellington bags out very quickly The airport is quite far from city centre mins cost nearly dollars by Taxi and dollars by super shuttle Departure is well organised checkin sufficient airline lounge is located upstairs security check right before you board,9.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Burbank Glendale Pasadena,airport,H Mandell,2020-04-09,BUR is a no frills no wow no stress airport and those are the best things about it Easy to park with valet getting through security is usually a breeze and there is little fog to cause delays Theres a Peets coffee and the cafe is overpriced but decent Do you really expect fine dining on what is primarily a short haul airport basically an SWA airport Other than the charming s air about the place you get on and off the planes old school style with stairs and with SWA can enter through the front of back of the plane the latter to avoid the slow pokes SWA boarding lines are well organized If I were to complain the rest rooms are smallish and Terminal B for United is too small Seating can be somewhat tight close to boarding time Baggage claim is usually reasonably fast but there are only two carousels so dont dawdle If you are going to the westside or even downtown youre in for a long cab ride but most travelers live in one of the nearby valleys and if youre a tourist its close to Universal Studios Theres a train within walking distance that will take you downtown or to Ventura County during limited times Overall a very good travel experience because it is easy and stress free,8.0,Positive,Positive,Negative,POSITIVE,Positive,Neutral
Egyptair,airline,F Hakir,2025-01-10,I would like to share my positive experience with Egypt Air as this Airline have really exceeded my expectations Friendly and professional cabin crew with delicious catering Highly recommended and for sure will fly Egypt Air again,10.0,Positive,Positive,Positive,Positive,Positive,Neutral
Enfidha-hammamet,airport,Russell Edwards,2013-07-20,This is a comparatively new airport in Tunisia and I have nothing but praise for it It is clean smart and well organised Check in and Security were quick and once through to airside a really good duty free shop and a bar Great views from the glass fronted terminal although the view of some aircraft can be obscured by the piers Everything ran smoothly and just a pleasure to travel through this airport,9.0,Positive,Positive,Positive,Positive,Positive,Neutral
Citilink,airline,K Matthias,2024-11-11,I am pleased to commend Mdm Novia for her exceptional professionalism during our recent flight cancellation on November After our Citilink flight from Pontianak to Jakarta was canceled Novia managed all the necessary arrangements for our next flight with outstanding efficiency and kindness Her assistance made a challenging situation much easier and we are very grateful for her dedication and hospitality She truly goes above and beyond in her service,10.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Manaus,airport,M Doyle,2008-11-24,Traveled to Manaus many times found the airport good with easy access to car park Staff nice security not too long a queue shops etc are standard airport stuff Would recommend early arrival and double check all documentation you need to travel Stop to look at the turtles outside the terminal in their own pond,0.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Karachi,airport,Mohammad Saleem,2018-01-13,Needs a proper restaurant Toilets are not up to the hygiene standard and are very congested I am muslim and offer regular prayers but call is very loud need to maintain at comfortable listening Needs further variety of fast food international chains to have a quick meal,4.0,Positive,Positive,Positive,Positive,Positive,Neutral
Prince Rupert,airport,M Graham,2008-03-31,This is a very small airport on an island You have to get a ferry and a bus to reach it both free of charge It is in a lovely setting surrounded by trees The facilities are very limited with only one very small cafe no shops but that is all part of the charm,5.0,Neutral,Positive,Neutral,POSITIVE,Positive,Neutral
Rwandair,airline,13 reviewsAnders Pedersen,2024-12-12,KigaliParis th Dec on one of their A aircrafts Checked in online smooth but is unnecessary and does neither add value nor gain time I chose an entire seatrow for free due to my Gold Status with Rwandairs Dream Miles Program Marburg declarations forms have to be filled prior to enter the airport Checkin slow minutes per pax but they managed to checkin luggage onwards with other airline Dream lounge in Kigali is a pleasure with panorama windows over town Catering options varied a bit sparse the best hot snacks appear not to reach the lounge easily only on firm request I suspect that they are consumed by lounge staff have seen indications hereof Wines are subpar No sparkling wine offered Flight on time full on time Seafood meal preordered and given Generous catering They gave me on early request an entire row onboard for better sleep Blankets earset and pillows given Very affordable ticket USD tr purchased months before departure Extremely good value for money Miles given,9.0,Positive,Positive,Positive,Positive,Positive,Neutral
TransNusa,airline,39 reviewsJ Lim,2023-10-22,I specifically chose to fly with TransNusa to try out flying on the COMAC ARJ of which the carrier currently operates two of these aircraft at the moment and is also the first airline in the world outside of China to operate this small commercial jetliner Thankfully there wasnt much of a negative experience everything from checkin to boarding to the inflight experience was prompt and precise even if it werent spectacular As TransNusa opts for a singleclass layout the aircraft has a capacity of passengers seated in rows of The smaller capacity of the aircraft meant that boarding and disembarkation was completed fairly quickly and smoothly Arguably the only sore point of the flight was having to use a bus to board the aircraft instead of using an aerobridge TransNusa includes kg of checked bags as part of the basic air ticket so thats a nice gesture to have Despite having to land in heavy rain at KLIA the entire journey was uneventful and decently pleasant and it suggests that the COMAC ARJ will prove a contender in the regional small commercial jetliner market in the years to come,9.0,Positive,Positive,Positive,Positive,Positive,Neutral
Philippine Airlines,airline,24 reviewsC Halsen,2025-01-09,Manila to Legazpi DRP on Christmas Day Flight was full but went smooth Checkin was a breeze Mabuhay Lounge food was OK though I was hoping for some extra flare on this special day Wasnt a problem though Flight took off slightly ahead of schedule Bags first to arrive at DRP due to Elite status Ticket price was reasonable for this season,10.0,Positive,Positive,Positive,Positive,Positive,Neutral
Iran Air,airline,T Abbas,2017-07-26,Flew Stockholm to Tehran with Iran Air I had good flight with the new fleet of this airline minute delay but the cabin was new and clean with good seat distance and very tasty food Iranian film and music and route information was provided I recommend flying with Iran Air on international routes because of the nice cabin and good meals for the value of money,9.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Cathay Pacific Airways,airline,123 reviewsMichael Schade,2025-02-17,Check in in Bangkok swift and friendly lounges and boarding in Bangkok and Hong Kong always top notch Service and catering on both flights good What annoys me with flying economy on CX is their unwillingness to credit any Avios in non CX One World programs I was willing to pay a higher fare to get my points but there isnt any which credits points in Economy That is the reason to make me think twice to fly Cathay again in Y in the future,5.0,Positive,Positive,Positive,Positive,Positive,Neutral
TUS Airways,airline,1 reviewsM Barlaud,2022-12-19,Quick flight with good service and friendly staff Checkin was efficient Aircraft was clean and welcoming Only negative was the arrival at a station where bussing brought us back to the terminal rather than an airbridge,9.0,Positive,Positive,Positive,Positive,Positive,Neutral
Buta Airways,airline,81 reviewsRichard Laycock,2019-11-10,Baku to Kiev with Buta Airways I have to say after travelling for years this was definitely the best Low Cost Carrier I have ever flown with On time and sharp Plus you get free water and a free sandwich But saying that for a ml beer is and a pizza Incredible value you money I had flown them for a min flight so was interested to see what a hour flight would be like But it was absolutely perfect,10.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
SATA Air Azores,airline,Stewart Walford,2024-04-11,Another really good experience First leg Madeira to Ponta Delgada flight on a Q turboprop Flight left early and arrived early Polite check in staff in Madeira checked both our carry on and checked luggage all the way to Toronto OK snack and non alcoholic beverage service on a hour flight Second leg Ponta Delgada to Toronto on an Airbus On time departure and arrival Good unique Portuguese meal pasta with tuna bacon and chorizo two passes of the beverage cart Both flights had courteous and professional cabin crew for planes that were full lots of announcements from the flight deck about possible turbulence A better entertainment system would have been welcome for the second hour flight,9.0,Positive,Positive,Neutral,POSITIVE,Positive,Negative
SkyWest Airlines,airline,Jared Sorensen,2024-03-19,The folks at Delta and Sky West were great They took great care of daughter and her room mate on their way home for spring break They made a special trip to get our bags at the Elko Airport,10.0,Positive,Positive,Positive,Positive,Positive,Neutral
Newquay,airport,Amanda Drayson,2019-03-22,Newquay airport is excellent apart from the abysmal state of seating in the main departure lounge Seating all torn and very scruffy It has been like this for a long time Unacceptable,7.0,Positive,Positive,Positive,Positive,Positive,Neutral
Germanwings,airline,11 reviewsSander van Kan,2019-07-01,Berlin to Dusseldorf Eurowings flight operated by Germanwings This A was a different configuration then the first flight Legroom was less and was just enough for me m crew were smiling and good The flight delayed by minutes,6.0,Positive,Positive,Negative,POSITIVE,Positive,Neutral
Read more,airline,C Lewis,2025-02-20,We flew with Turkmenistan Airlines for flights one from Milan to Ashgabat hrs with a Boeing and another flight hrs from Ashgabat to Kuala Lampur with a Boeing Both flights were much better than expected after reading the reviews Both aircrafts looked modern and clean with very comfortable seats For the very affordable prices the airline offers the service is very good We got meals on both flights and unlimited coffee water or any other drinks The staff was really nice and you can even ask for a blanket if needed The only negative point is that you cant checkin online which leads to long queues at the desk but expect from that everything was fine We would definitely fly again with this airline they deserve more good reviews,8.0,Positive,Positive,Positive,Positive,Positive,Negative
Ercan,airport,Allan Foster,2018-10-04,After standing at passport control for over hour It was our turn Seconds earlier a couple appeared in another queue next to ours My partner who speaks the language perfectly pointed out that there was a queue Also someone else in the queue pointed it out as well The passport officer told us to go back over the red line And told this couple to come forward Not military not late for the same flight as us Cant believe that someone should get preferential treatment at passport control,3.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
Algiers,airport,R Oussalah,2012-10-10,This is the first time in over a year I used this airport and I have to say that I am not disappointed Its facilities are fair very clean pleasant to stroll through and spacious The staff is pleasant and professional,7.0,Positive,Positive,Positive,Positive,Positive,Negative
Rotterdam,airport,J Cats,2014-04-01,There in December Jan and Mar times very quick handling of luggage etc comfortable waiting area and free internet No queues for Immigration desk One point that is minor if you dont know where the bus to Rotterdam centre is located you may have a problem however I took a taxi and then it takes only minutes Its much more agreeable than the big airports like Toulouse Orly JFK or even Schiphol also in the Netherlands,9.0,Positive,Positive,Positive,Positive,Positive,Neutral
Innsbruck,airport,Ollie Tollford,2012-04-14,Travelled late Marchearly April Completely empty extremely clean overlooking the runway walking distance from town checkin queue was non existent for me travelling to London Car hire is fine quality food available but all very cosy and empty of huge hordes of people The best airport Ive been too,9.0,Positive,Positive,Positive,Positive,Positive,Neutral
Astana,airport,8 reviewsMaarten Caspers,2016-12-23,Astana is a small international airport that is well connected to Europe via Frankfurt London Paris and Amsterdam through Kazakhstans Air Astana The airport has only one terminal for Domestic and International flights A new terminal is being constructed next to the existing facility which is planned to be opening in spring The arrivals and baggage reclaim is small Immigration quite smooth and officers were friendly but remember to fill in your immigration card with a blue or black pen not with a red one as it is not accepted I had almost no queues Taxi pickup at the terminal is not wellorganised and taxi recruiters can be annoying The central hall for departures is quite spacious and there is sufficient seating around the checkin area Checkin areas are small and somewhat oldfashioned but work fine Friendly ground staff Short queuing time at checkin passport control and security Emigration passport control is fine There are few FB and retail facilities at the international departure gates There is plenty of seating at the end of the concourse close to the small cafe in the back Transferring between international flights is quick and easy Passengers do not have to pass immigration only security screening It took me only minutes from arrival gate to departure gate FB and retail facilities are limited especially in the departure are after immigration Food choice is limited Very good wifi while waiting for checkin or for your flight Password can be obtained via SMS Terminal and toilets are clean Remote arrivals and departures via bus in winter when temperatures can go below Celsius can be cold and slippery but also a very interesting experience When the new terminal will be opened in I assume less aircraft will be handled via busses,7.0,Neutral,Positive,Positive,POSITIVE,Positive,Neutral
Fiji Airways,airline,Maureen Benedict,2024-08-23,It was five and half hours flight They served only one breakfast After that they didnt offer anything unless we asked for a snack or drinks They should have offered another light meal two hours after breakfast Otherwise everything is perfect,5.0,Positive,Positive,Neutral,POSITIVE,Positive,Neutral
